"SNo","InstituteType","InstituteName","Branch","Class","Gender","Category","MPDomicile","OpeningRank","ClosingRank"
1116,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","CSEIOT","","","SC","",747772,912631
1117,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","MECH","","","OBC","",522981,912950
1118,"Private","Gyan Sagar College of Engineering, Sagar (2009)","CSE","","","EWS","",190745,913532
1119,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","MECH","","","ST","",913767,913767
1120,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CE","","","SC","",914974,914974
1121,"Private","Lakshmi Narain College of Technology, Indore (2004)","CSE","","","EWS","",519368,915167
1122,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","ELECT ELEX","","","OBC","",349582,915518
1123,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","FTS","","","ST","",915757,915757
1124,"Private","IPS College of Technology & Management, Gwalior (2007)","CSE","","","SC","",673564,915840
1125,"Private","LNCT (BHOPAL) INDORE CAMPUS (2006)","CSE","","","EWS","",233149,916172
1126,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","EE","","","OBC","",435432,917247
1127,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CSE","","","UR","",417889,917389
1128,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","ELECT ELEX","","","SC","",917465,917465
1129,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","ECACT","","","OBC","",268112,917584
1130,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","AIADS","","","ST","",918604,918604
1131,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","ELECT ELEX","","","UR","",586881,918815
1132,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CE","","","OBC","",920692,920692
1133,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CHEM","","","UR","",204501,921557
1134,"Private","Maharana Pratap College of Technology, Gwalior (1996)","CSE","","","EWS","",199359,922123
1135,"Private","Indore Institute of Science & Technology, Indore (2003)","EC","","","UR","",370049,922151
1136,"Private","Sushila Devi Bansal College of Technology, indore (2005)","EC","","","SC","",923096,923096
1137,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSE","","","SC","",353766,923162
1138,"Private","Infinity Management & Engineering College, Sagar (2008)","EC","","","SC","",923786,923786
1139,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","CSEIML","","","SC","",535394,924284
1140,"Private","Truba Institute of Engineering & Information Technology, Bhopal (2001)","AIADS","","","SC","",924539,924539
1141,"Private","Malwa Institute of Technology, Indore (2004)","AIML","","","EWS","",925410,925410
1142,"Private","NRI Institute of Information Science & Technology, Bhopal (2001)","ELECT ELEX","","","OBC","",925893,925893
1143,"Private","Lakshmi Narain College of Technology, Jabalpur (2008)","CSEIML","","","OBC","",925920,925920
1144,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","EE","","","UR","",926791,926791
1145,"Private","Jawaharlal Nehru College of Technology, Rewa (2007)","CSE","","","EWS","",559994,928993
1146,"Private","Babulal Tarabai Institute of Research & Technology, Sagar (2008)","CSEIML","","","EWS","",596369,930370
1147,"Private","Swami Vivekanand College of Engineering, Indore (2004)","IT","","","SC","",934169,934169
1148,"Private","IES College of Technology, Bhopal (2007)","CSBS","","","UR","",936630,936630
1149,"Private","Adina Institute of Science & Technology, Sagar (2009)","CSE","","","UR","",206814,936644
1150,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEDS","","","SC","",877017,936739
1151,"Private","Acropolis Institute of Technology & Research, Indore (2005)","MECH","","","OBC","",231469,937498
1152,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEITCS","","","UR","",417936,938532
1153,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEIML","","","SC","",795160,939168
1154,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSEAIADS","","","EWS","",480489,939695
1155,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","CSE","","","EWS","",256887,939892
1156,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSEDS","","","SC","",905701,940043
1157,"Private","TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL","CSE","","","SC","",941884,941884
1158,"Private","Oriental College of Technology, Bhopal (2002)","CSECS","","","SC","",941892,941892
1159,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEIOT","","","EWS","",370050,942644
1160,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","MECH","","","SC","",942653,942653
1161,"Private","Technocrats Institute of Technology & Science, Bhopal (2007)","MECH","","","SC","",943178,943178
1162,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","CE","","","OBC","",403839,943856
1163,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","EE","","","SC","",943861,943861
1164,"Private","Lakshmi Narain College of Technology, Indore (2004)","IT","","","EWS","",854763,943907
1165,"Private","Vidhyapeeth Institute of Science & Technology, Bhopal (2009)","CSE","","","UR","",253390,944251
1166,"Private","Institute of Technology and Management, Gwalior (1997)","CSEIML","","","OBC","",260727,944843
1167,"Private","Indore Institute of Science & Technology, Indore (2003)","AIML","","","ST","",945670,945670
1168,"Private","Malwa Institute of Technology, Indore (2004)","AIML","","","OBC","",871989,946297
1169,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSBS","","","EWS","",415772,948638
1170,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","EC","","","ST","",923338,948945
1171,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CSE","","","EWS","",387954,949022
1172,"Private","Prashantee Institute of Technology & Science, Ujjain (2008)","CSE","","","EWS","",806137,949138
1173,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","EC","","","SC","",949213,949213
1174,"Private","TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL","CSE","","","UR","",213163,950856
1175,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","IT","","","SC","",951089,951089
1176,"Private","IPS College of Technology & Management, Gwalior (2007)","MECH","","","UR","",951259,951259
1177,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSIT","","","ST","",951517,951517
1178,"Private","Millenium Institute of Technology and Science, Bhopal (2007)","CE","","","ST","",951797,951797
1179,"Private","Patel College of Science & Technology, Bhopal (2002)","CSE","","","OBC","",952014,952014
1180,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSE","","","ST","",952691,952691
1181,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","EC","","","ST","",855268,952941
1182,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CE","","","UR","",413838,952996
1183,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","FTS","","","SC","",770564,953720
1184,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","EC","","","UR","",896501,954261
1185,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSEAIADS","","","OBC","",601522,955218
1186,"Private","Indore Institute of Science & Technology, Indore (2003)","EC","","","EWS","",739544,955672
1187,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSEAIADS","","","UR","",417693,955701
1188,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CE","","","SC","",955876,955876
1189,"Private","Alpine Institute of Technology, Ujjain (2007)","CSE","","","UR","",784497,956281
1190,"Private","St. Aloysius Institute of Technology, Jabalpur (2009)","CSE","","","OBC","",331453,956603
1191,"Private","Jai Narain College of Technology, Bhopal (2003)","CSE","","","SC","",472129,957353
1192,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","ELECT ELEX","","","SC","",892164,957706
1193,"Private","Patel College of Science & Technology, Indore (2005)","CSEIML","","","OBC","",728870,958844
1194,"Private","Gwalior Institute of Information Technology, Gwalior (2008)","CE","","","UR","",960157,960157
1195,"Private","Lakshmi Narain College of Technology, Jabalpur (2008)","CSE","","","UR","",360363,960390
1196,"Private","Mahakal Instute of Technology, Ujjain (2001)","CSEIT","","","UR","",960424,960424
1197,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","EC","","","ST","",960545,960545
1198,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CE","","","OBC","",489295,961685
1199,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","CSEITCS","","","UR","",143254,961692
1200,"Private","Malwa Institute of Science & Technology, Indore (2008)","CSE","","","EWS","",833746,962076
1201,"Private","Institute of Technology and Management, Gwalior (1997)","IT","","","EWS","",742507,962743
1202,"Private","Jawaharlal Nehru College of Technology, Rewa (2007)","CE","","","OBC","",963161,963161
1203,"Private","Infinity Management & Engineering College, Sagar (2008)","CSE","","","OBC","",446744,964071
1204,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","EC","","","OBC","",504272,966590
1205,"Private","Malwa Institute of Technology, Indore (2004)","IT","","","SC","",966662,966662
1206,"Private","Truba Institute of Engineering & Information Technology, Bhopal (2001)","CSE","","","SC","",966981,966981
1207,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSECS","","","EWS","",777699,967129
1208,"Private","Shri Ram Group of Institution (Faculty of Engineering, Pharmacy, MBA, MCA), Jabalpur (2009)","CSEAIADS","","","OBC","",395596,967900
1209,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","ELECT ELEX","","","SC","",762852,968539
1210,"Private","Trinity Institute of Technology & Research, Bhopal (2008)","MECH","","","SC","",968800,968800
1211,"Private","Corporate Institute of Science & Technology, Bhopal (2008)","CSE","","","UR","",293434,969051
1212,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","EC","","","OBC","",242154,969138
1213,"Private","Shri Guru Sandipani Institute of Technology & Science, Ujjain (2009)","CSE","","","UR","",256031,969694
1214,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","EC","","","UR","",380042,970163
1215,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEITCS","","","OBC","",320666,970484
1216,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CE","","","UR","",936872,973194
1217,"Private","Trinity Institute of Technology & Research, Bhopal (2008)","CSE","","","UR","",213528,974978
1218,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","MECH","","","OBC","",975233,975233
1219,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","MECH","","","OBC","",516450,975357
1220,"Private","Institute of Technology and Management, Gwalior (1997)","CE","","","UR","",551283,975803
1221,"Private","Chameli Devi Group of Institutions, Indore (2006)","AIADS","","","UR","",493815,977321
1222,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEAI","","","EWS","",676176,977856
1223,"Private","Gyan Sagar College of Engineering, Sagar (2009)","CSE","","","UR","",778688,977876
1224,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","AIADS","","","OBC","",435677,978017
1225,"Private","Technocrats Institute of Technology & Science, Bhopal (2007)","CSEIML","","","UR","",739488,978466
1226,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","AUTO","","","ST","",978601,978601
1227,"Private","Chameli Devi Group of Institutions, Indore (2006)","AIADS","","","EWS","",978871,978871
1228,"Private","Sanghvi Institute of management & Science, Indore (2006)","CSE","","","UR","",544676,978902
1229,"Private","NRI Institute of Information Science & Technology, Bhopal (2001)","CSEIML","","","OBC","",979103,979103
1230,"Private","Sushila Devi Bansal College of Technology, indore (2005)","EC","","","OBC","",526937,981364
1231,"Private","BM College of Technology, Indore (2007)","EC","","","SC","",981600,981600
1232,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CE","","","EWS","",982483,982483
1233,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","EC","","","OBC","",912235,984357
1234,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","CSEIML","","","SC","",984718,984718
1235,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSE","","","UR","",140045,984838
1236,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEITCS","","","SC","",868356,985116
1237,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CE","","","OBC","",548987,985616
1238,"Private","Trinity Institute of Technology & Research, Bhopal (2008)","CE","","","ST","",986426,986426
1239,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","MECH","","","UR","",180116,986562
1240,"Private","Babulal Tarabai Institute of Research & Technology, Sagar (2008)","CSE","","","UR","",723827,986800
1241,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","AUTO","","","SC","",987238,987238
1242,"Private","Shri Dadaji Institute of Technology & Science, Khandwa","CSE","","","EWS","",680919,987426
1243,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","CSE","","","UR","",893178,988709
1244,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","CSE","","","OBC","",393001,989036
1245,"Private","Adina Institute of Science & Technology, Sagar (2009)","CSE","","","EWS","",851801,989559
1246,"Private","Indore Institute of Science & Technology, Indore (2003)","MECH","","","EWS","",989086,990252
1247,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","CSEIOT","","","ST","",789219,990795
1248,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSE","","","ST","",934514,990895
1249,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","CSE","","","SC","",420430,990934
1250,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","EC","","","SC","",727868,991121
1251,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSERC","","","SC","",991469,991469
1252,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","EC","","","EWS","",991470,991470
1253,"Private","Lakshmi Narain College of Technology, Indore (2004)","IT","","","ST","",991927,991927
1254,"Private","Bagulamukhi College of Technology, Bhopal (2009)","CSE","","","OBC","",663664,992253
1255,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","CSEITCS","","","SC","",607183,992980
1256,"Private","IES College of Technology, Bhopal (2007)","CSEIML","","","OBC","",123162,993077
1257,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSD","","","UR","",478093,994451
1258,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","IT","","","SC","",573491,994684
1259,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEIOT","","","UR","",99887,995680
1260,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","CSE","","","UR","",168563,995697
1261,"Private","Mahakal Instute of Technology, Ujjain (2001)","AIAIDS","","","UR","",473508,995737
1262,"Private","Patel College of Science & Technology, Indore (2005)","CSE","","","SC","",888331,995880
1263,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSEIML","","","OBC","",286950,996093
1264,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","EC","","","UR","",159300,996242
1265,"Private","Vindhya Institute of Technology & Science, Satna (2002)","CSE","","","EWS","",584839,996506
1266,"Private","Technocrats Institute of Technology, Bhopal (2000)","IT","","","SC","",747441,996554
1267,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","AGE","","","SC","",997018,997018
1268,"Private","Infinity Management & Engineering College, Sagar (2008)","CE","","","UR","",997481,997481
1269,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CSEIML","","","UR","",321667,997729
1270,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","MECH","","","SC","",998212,998212
1271,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","IT","","","UR","",625574,998233
1272,"Private","Hitkarni College of Engineering & Technology, Jabalpur (1997)","CSE","","","UR","",531513,998913
1273,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSBS","","","OBC","",450773,999650
1274,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEITCS","","","EWS","",519123,1000623
1275,"Private","Malwa Institute of Technology, Indore (2004)","CSE","","","UR","",463355,1001598
1276,"Private","Shri Ram Group of Institution (Faculty of Engineering, Pharmacy, MBA, MCA), Jabalpur (2009)","CSEAIADS","","","ST","",1001656,1001656
1277,"Private","Sri Aurobindo Institute of Technology, Indore (2009)","CSE","","","SC","",703284,1001979
1278,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEDS","","","UR","",499076,1003718
1279,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSERC","","","OBC","",315497,1005024
1280,"Private","Shri Dadaji Institute of Technology & Science, Khandwa","MECH","","","UR","",1006244,1006244
1281,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","ELECT ELEX","","","OBC","",396423,1006635
1282,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","CSEITCS","","","OBC","",222072,1006773
1283,"Private","Millenium Institute of Technology, Bhopal (2009)","CSE","","","UR","",1006879,1006879
1284,"Private","Takshshila Institute of Engineering & Technology, Jabalpur (2004)","CSE","","","OBC","",850669,1007087
1285,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CSE","","","SC","",595999,1007258
1286,"Private","Acropolis Institute of Technology & Research, Indore (2005)","EEVDT","","","OBC","",330807,1007300
1287,"Private","Gyan Sagar College of Engineering, Sagar (2009)","CSE","","","SC","",453283,1007329
1288,"Private","Jai Narain College of Technology, Bhopal (2003)","AIAIDS","","","UR","",421355,1007430
1289,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEIML","","","EWS","",626634,1007552
1290,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","CSEDS","","","OBC","",491094,1007595
1291,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEAI","","","OBC","",536907,1007940
1292,"Private","Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)","CSE","","","SC","",591927,1008009
1293,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","MECH","","","UR","",828209,1008632
1294,"Private","Institute of Technology and Management, Gwalior (1997)","CSEDS","","","OBC","",609320,1008901
1295,"Private","Mahakal Instute of Technology, Ujjain (2001)","EC","","","UR","",693693,1009598
1296,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CSEIML","","","EWS","",837360,1009786
1297,"Private","St. Aloysius Institute of Technology, Jabalpur (2009)","CE","","","UR","",1010196,1010196
1298,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CE","","","SC","",876510,1010288
1299,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CSE","","","SC","",564343,1010499
1300,"Private","Chameli Devi Group of Institutions, Indore (2006)","EC","","","UR","",1010769,1010769
1301,"Private","Sha-Shib College of Technology, Bhopal (2009)","CSE","","","UR","",289837,1011215
1302,"Private","Lakshmi Narain College of Technology & Science (RIT), Indore (2002)","CSE","","","EWS","",248742,1011367
1303,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","MECH","","","ST","",1011418,1011418
1304,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSE","","","EWS","",395452,1011859
1305,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CSE","","","ST","",1012290,1012290
1306,"Private","Shri Balaji Institute of Technology & Management, Betul (2009)","AIAIDS","","","OBC","",917843,1012448
1307,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","CSE","","","ST","",350959,1013020
1308,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSIT","","","SC","",473580,1013627
1309,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","EC","","","SC","",915861,1013631
1310,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","EC","","","EWS","",656766,1013857
1311,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","EE","","","SC","",1014740,1014740
1312,"Private","Mahakal Instute of Technology, Ujjain (2001)","IT","","","UR","",742732,1015073
1313,"Private","PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY, Chhatarpur (2010)","CSE","","","SC","",1015132,1015132
1314,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","EC","","","OBC","",591415,1015913
1315,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","CSE","","","SC","",195301,1016108
1316,"Private","Swami Vivekanand College of Engineering, Indore (2004)","CSE","","","EWS","",859665,1016196
1317,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEIML","","","SC","",433203,1016812
1318,"Private","Sagar Institute of Science Technology & Research, (SISTec-R), Bhopal (2009)","CSE","","","SC","",421309,1017055
1319,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CE","","","SC","",756809,1017698
1320,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","ARE","","","OBC","",232023,1017719
1321,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","MECH","","","UR","",1017731,1017731
1322,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CSE","","","ST","",654433,1018015
1323,"Private","Indore Institute of Science & Technology, Indore (2003)","EC","","","ST","",1018467,1018467
1324,"Private","Sagar Institute of Research & Technology - Excellence, Bhopal (2008)","AIADS","","","SC","",884437,1019661
1325,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSE","","","OBC","",329205,1019708
1326,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","AIR","","","EWS","",1019853,1019853
1327,"Private","Indore Institute of Science & Technology, Indore (2003)","IT","","","SC","",1020169,1020169
1328,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEITCS","","","SC","",522220,1020283
1329,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEITCS","","","ST","",1021413,1021413
1330,"Private","Bansal College of Engineering, Obedullaganj, Raisen (2002)","CSE","","","UR","",464039,1021930
1331,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","EC","","","OBC","",258404,1022056
1332,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSECS","","","UR","",46670,1022139
1333,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSEDS","","","SC","",807111,1022866
1334,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSECS","","","OBC","",673674,1022904
1335,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CSEIML","","","UR","",400873,1023270
1336,"Private","NRI Institute of Research & Technology, Bhopal (2008)","CSE","","","UR","",897462,1024502
1337,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","EE","","","OBC","",339838,1025436
1338,"Private","Bansal College of Engineering, Obedullaganj, Raisen (2002)","ELECT ELEX","","","OBC","",1026954,1026954
1339,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","EC","","","SC","",1027479,1027479
1340,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","MECH","","","OBC","",632518,1028736
1341,"Private","Jai Narain College of Technology, Bhopal (2003)","AIAIDS","","","SC","",570364,1030634
1342,"Private","NRI Institute of Information Science & Technology, Bhopal (2001)","CSE","","","ST","",1030932,1030932
1343,"Private","Gyan Sagar College of Engineering, Sagar (2009)","CSE","","","OBC","",616472,1031687
1344,"Private","Mahakal Institute Technology & Management, Ujjain (2007)","CE","","","OBC","",1033100,1033100
1345,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","IT","","","ST","",1033952,1033952
1346,"Private","Indore Institute of Science & Technology, Indore (2003)","EC","","","OBC","",352510,1034016
1347,"Private","Institute of Technology and Management, Gwalior (1997)","CSE","","","SC","",445066,1034205
1348,"Private","Radha Raman Institute of Technology, & Science, Bhopal (2003)","ELECT ELEX","","","UR","",1034264,1034264
1349,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CSE","","","SC","",255777,1034385
1350,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEDS","","","UR","",376998,1034510
1351,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","MECH","","","OBC","",965645,1035271
1352,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","ELECT ELEX","","","OBC","",915654,1035274
1353,"Private","Trinity Institute of Technology & Research, Bhopal (2008)","CSE","","","OBC","",338610,1035373
1354,"Private","Acropolis Institute of Technology & Research, Indore (2005)","ECACT","","","EWS","",427829,1036632
1355,"Private","Oriental College of Technology, Bhopal (2002)","EC","","","UR","",286734,1037208
1356,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","CE","","","SC","",616550,1037566
1357,"Private","NRI Institute of Research & Technology, Bhopal (2008)","CSE","","","SC","",1037577,1037577
1358,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","ELECT ELEX","","","OBC","",144673,1037678
1359,"Private","Shri Ram Institute of Science & Technology, Jabalpur (2007)","CSEITCS","","","EWS","",1037908,1037908
1360,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CE","","","UR","",71858,1039096
1361,"Private","Technocrats Institute of Technology, Bhopal (2000)","CE","","","UR","",757335,1039116
1362,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CSEDS","","","UR","",821591,1039184
1363,"Private","Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)","EE","","","OBC","",1039226,1039226
1364,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSE","","","UR","",130622,1039508
1365,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","CE","","","EWS","",1039955,1039955
1366,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSE","","","SC","",288923,1040216
1367,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CE","","","OBC","",602589,1040744
1368,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSE","","","ST","",1036973,1040982
1369,"Private","Babulal Tarabai Institute of Research & Technology, Sagar (2008)","CSEIML","","","OBC","",372146,1041121
1370,"Private","Sushila Devi Bansal College of Technology, indore (2005)","IT","","","EWS","",1004515,1041329
1371,"Private","Chameli Devi Group of Institutions, Indore (2006)","MECH","","","UR","",1041799,1041799
1372,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","CSE","","","EWS","",613616,1041840
1373,"Private","JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","CSEDS","","","UR","",1041976,1041976
1374,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CE","","","OBC","",1042123,1042123
1375,"Private","Prashantee Institute of Technology & Science, Ujjain (2008)","CSE","","","SC","",1042308,1042308
1376,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CSE","","","OBC","",583024,1042535
1377,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","ELECT ELEX","","","ST","",1038120,1042708
1378,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSD","","","ST","",1042797,1042797
1379,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","MECH","","","OBC","",408524,1043068
1380,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CSECS","","","SC","",607737,1043224
1381,"Private","Lakshmi Narain College of Technology & Science (RIT), Indore (2002)","CSE","","","OBC","",110770,1043627
1382,"Private","Mahakal Institute Technology & Management, Ujjain (2007)","CSE","","","EWS","",533668,1043775
1383,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","ELECT ELEX","","","SC","",996451,1044113
